metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# proteins	
4441679.3	Clustering-based subsystems	Putative hemin transporter	-	Hemin ABC transporter, permease protein	3	-3.50	74.78	26.50	2	
4441681.3	Clustering-based subsystems	Putative hemin transporter	-	Hemin ABC transporter, permease protein	2	-6.00	86.95	28.00	1	
4441681.3	Clustering-based subsystems	Putative hemin transporter	-	Putative Heme-regulated two-component response regulator	2	-4.50	73.70	28.50	2	
4441679.3	Clustering-based subsystems	Putative hemin transporter	-	Putative hemin-binding lipoprotein	1	-4.00	66.67	30.00	1	
4441679.3	Clustering-based subsystems	Putative hemin transporter	-	putative hemin permease	1	-4.00	73.08	26.00	1	
4441681.3	Clustering-based subsystems	Putative sulfate assimilation cluster	-	Alkanesulfonates-binding protein	1	-4.00	70.00	30.00	1	
4441682.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	1	-6.00	78.57	28.00	1	
4441680.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	4	-8.25	86.46	31.00	4	
4441679.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	6	-7.17	85.70	31.00	5	
4441681.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	115	-6.79	82.21	30.52	17	
4441681.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	GABA aminotransferase	29	-6.00	84.51	29.39	2	
4441681.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	GABA aminotransferase (EC 2.6.1.19)	29	-6.00	84.51	29.39	2	
4441679.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Gamma-glutamyl-GABA hydrolase	2	-3.00	65.52	29.00	1	
4441681.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Gamma-glutamyl-GABA hydrolase	1	-3.00	62.50	32.00	1	
4441681.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)	1	-5.67	77.15	30.33	1	
4441681.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)	1	-3.00	74.07	27.00	1	
4441682.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Psp operon transcriptional activator	1	-8.00	90.32	31.00	1	
4441679.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Psp operon transcriptional activator	1	-4.00	68.97	29.00	1	
4441682.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	2	-4.00	70.72	29.00	2	
4441679.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	1	-3.00	65.52	29.00	1	
4441681.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	1	-7.00	75.00	36.00	1	
4441682.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	5	-4.60	73.91	30.80	5	
4441680.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	2	-7.50	77.19	36.00	2	
4441679.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	4	-8.00	82.23	33.80	4	
4441681.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	3	-5.67	80.62	29.33	3	
4441682.3	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA and putrescine metabolism from cluters	Putrescine transport system permease protein PotH (TC 3.A.1.11.2)	1	-3.00	60.00	30.00	1	
4441682.3	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793	InterPro IPR001440 COGs COG0457	1	-4.00	66.67	27.00	1	
4441682.3	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793	Pyruvate kinase (EC 2.7.1.40)	18	-4.44	74.50	28.69	12	
4441680.3	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793	Pyruvate kinase (EC 2.7.1.40)	14	-4.64	70.76	31.57	9	
4441679.3	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793	Pyruvate kinase (EC 2.7.1.40)	23	-4.90	74.75	29.90	12	
4441681.3	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793	Pyruvate kinase (EC 2.7.1.40)	13	-4.85	78.12	29.31	12	
4441682.3	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793	putative esterase	7	-4.20	73.08	28.70	7	
4441680.3	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793	putative esterase	6	-4.00	74.07	26.00	5	
4441679.3	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793	putative esterase	12	-4.07	72.73	27.07	12	
4441681.3	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793	putative esterase	17	-5.52	78.67	28.80	7	
4441682.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParA	56	-5.38	77.13	30.17	39	
4441680.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParA	29	-5.93	78.25	31.14	26	
4441679.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParA	54	-5.31	78.01	29.49	43	
4441681.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParA	61	-6.03	82.55	29.91	36	
4441682.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParB	40	-4.61	73.21	30.46	31	
4441680.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParB	27	-4.65	74.42	29.69	16	
4441679.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParB	40	-4.28	73.06	30.57	31	
4441681.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParB	60	-4.98	79.07	30.43	30	
4441682.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParB-2	4	-4.25	68.61	32.00	4	
4441680.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParB-2	2	-4.00	76.59	27.50	2	
4441679.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParB-2	4	-4.75	73.20	30.50	3	
4441681.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	Chromosome (plasmid) partitioning protein ParB-2	3	-4.67	74.43	31.33	3	
4441682.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	GTPase and tRNA-U34 5-formylation enzyme TrmE	31	-4.33	71.45	31.03	28	
4441680.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	GTPase and tRNA-U34 5-formylation enzyme TrmE	13	-6.92	82.54	31.92	12	
4441679.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	GTPase and tRNA-U34 5-formylation enzyme TrmE	29	-5.43	77.87	31.11	25	
4441681.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	GTPase and tRNA-U34 5-formylation enzyme TrmE	98	-5.88	83.97	30.35	33	
4441682.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB	11	-4.18	71.81	29.64	11	
4441680.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB	10	-4.90	72.72	31.80	10	
4441679.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB	12	-4.27	68.88	31.18	11	
4441681.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB	42	-5.82	79.76	29.82	12	
4441682.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	60	-6.02	78.15	30.96	41	
4441680.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	52	-6.40	79.33	31.88	36	
4441679.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	85	-5.96	78.42	30.87	55	
4441681.3	Clustering-based subsystems	RNA modification and chromosome partitioning cluster	-	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	136	-6.84	83.57	30.99	63	
4441682.3	Clustering-based subsystems	RNA modification cluster	-	GTPase and tRNA-U34 5-formylation enzyme TrmE	31	-4.33	71.45	31.03	28	
4441680.3	Clustering-based subsystems	RNA modification cluster	-	GTPase and tRNA-U34 5-formylation enzyme TrmE	13	-6.92	82.54	31.92	12	
4441679.3	Clustering-based subsystems	RNA modification cluster	-	GTPase and tRNA-U34 5-formylation enzyme TrmE	29	-5.43	77.87	31.11	25	
4441681.3	Clustering-based subsystems	RNA modification cluster	-	GTPase and tRNA-U34 5-formylation enzyme TrmE	98	-5.88	83.97	30.35	33	
4441682.3	Clustering-based subsystems	RNA modification cluster	-	Inner membrane protein translocase component YidC, long form	5	-5.40	71.66	30.60	5	
4441680.3	Clustering-based subsystems	RNA modification cluster	-	Inner membrane protein translocase component YidC, long form	2	-6.50	90.39	28.50	2	
4441679.3	Clustering-based subsystems	RNA modification cluster	-	Inner membrane protein translocase component YidC, long form	5	-6.40	78.02	30.60	5	
4441681.3	Clustering-based subsystems	RNA modification cluster	-	Inner membrane protein translocase component YidC, long form	110	-7.48	83.10	31.32	20	
4441682.3	Clustering-based subsystems	RNA modification cluster	-	Inner membrane protein translocase component YidC, short form OxaI-like	2	-3.50	73.79	26.50	2	
4441679.3	Clustering-based subsystems	RNA modification cluster	-	Inner membrane protein translocase component YidC, short form OxaI-like	1	-3.00	64.52	31.00	1	
4441681.3	Clustering-based subsystems	RNA modification cluster	-	Inner membrane protein translocase component YidC, short form OxaI-like	3	-4.67	70.08	32.67	3	
4441682.3	Clustering-based subsystems	RNA modification cluster	-	LSU ribosomal protein L34p	2	-3.00	84.34	24.50	2	
4441680.3	Clustering-based subsystems	RNA modification cluster	-	LSU ribosomal protein L34p	2	-8.00	79.59	35.50	2	
4441679.3	Clustering-based subsystems	RNA modification cluster	-	LSU ribosomal protein L34p	6	-5.60	83.79	28.20	5	
4441681.3	Clustering-based subsystems	RNA modification cluster	-	LSU ribosomal protein L34p	7	-5.60	86.63	28.60	5	
4441682.3	Clustering-based subsystems	RNA modification cluster	-	Protein YidD	4	-4.75	73.30	27.25	4	
4441680.3	Clustering-based subsystems	RNA modification cluster	-	Protein YidD	3	-4.33	63.13	28.67	3	
4441679.3	Clustering-based subsystems	RNA modification cluster	-	Protein YidD	7	-3.71	69.13	28.43	7	
4441681.3	Clustering-based subsystems	RNA modification cluster	-	Protein YidD	8	-5.17	75.49	26.50	6	
4441681.3	Clustering-based subsystems	RNA modification cluster	-	Ribonuclease P protein component (EC 3.1.26.5)	15	-6.60	82.68	31.50	5	
4441681.3	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	DNA polymerase X family	4	-4.25	72.84	29.50	4	
4441682.3	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	Recombination inhibitory protein MutS2	40	-5.49	78.20	30.54	27	
4441680.3	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	Recombination inhibitory protein MutS2	30	-5.25	77.50	30.75	22	
4441679.3	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	Recombination inhibitory protein MutS2	30	-5.61	76.58	31.39	24	
4441681.3	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	Recombination inhibitory protein MutS2	22	-5.82	78.48	31.27	17	
4441682.3	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	Ribonuclease HIII (EC 3.1.26.4)	1	-7.00	66.67	39.00	1	
4441679.3	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	Ribonuclease HIII (EC 3.1.26.4)	2	-3.00	74.53	27.50	2	
4441681.3	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	Ribonuclease HIII (EC 3.1.26.4)	3	-6.33	73.57	34.00	3	
4441681.3	Clustering-based subsystems	Related to Menaquinone-cytochrome C reductase 	CBSS-393130.3.peg.129	Hypothetical transmembrane protein CDS_ID OB1773	1	-6.00	70.27	37.00	1	
4441680.3	Clustering-based subsystems	Ribonucleotide reductase cluster	-	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	2	-5.50	76.97	28.50	2	
4441679.3	Clustering-based subsystems	Ribonucleotide reductase cluster	-	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	3	-8.67	86.20	34.00	3	
4441681.3	Clustering-based subsystems	Ribonucleotide reductase cluster	-	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	120	-8.26	87.43	31.64	32	
4441680.3	Clustering-based subsystems	Ribonucleotide reductase cluster	-	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	1	-10.00	82.86	35.00	1	
4441679.3	Clustering-based subsystems	Ribonucleotide reductase cluster	-	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	4	-6.25	89.49	27.75	4	
4441681.3	Clustering-based subsystems	Ribonucleotide reductase cluster	-	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	37	-7.79	88.77	30.14	15	
4441682.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	33	-5.19	75.20	31.28	31	
4441680.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	26	-5.52	75.86	31.12	20	
4441679.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	23	-6.23	82.75	30.55	19	
4441681.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	166	-6.29	83.22	30.53	47	
4441682.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	Dihydroxyacetone kinase family protein	21	-4.68	73.51	30.68	19	
4441680.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	Dihydroxyacetone kinase family protein	9	-4.89	76.16	29.89	8	
4441679.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	Dihydroxyacetone kinase family protein	23	-4.43	75.88	29.26	16	
4441681.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	Dihydroxyacetone kinase family protein	12	-5.42	77.28	30.58	12	
4441680.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	FIG001802: Putative alkaline-shock protein	1	-3.00	67.86	28.00	1	
4441681.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	FIG001802: Putative alkaline-shock protein	1	-4.00	75.00	28.00	1	
4441682.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	LSU ribosomal protein L28p	3	-5.67	74.40	29.67	3	
4441680.3	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A Gram-positive cluster that relates ribosomal protein L28P to a set of uncharacterized proteins	LSU ribosomal protein L28p	3	-6.33	70.41	33.33	3	
